Year,First Author,"Alloy, condition/form","Composition, wt%",c,"TA,
%",Exp,M,"CR,
mm/y",Ref,Mg,Fe,Al,Ca,Zn,Mn,Sn,Cu,In,Au,Y,V,Ti,Si,Ni,Nd,Ce,Gd,Ge,Sr,Zr,Sm,Pb,B,La,Pr,Li,Cd,Hg,RE
2015,Chu,"WE43 , sht 8 h at 525 C+ WQ","Mg,3.74Y,2.10Nd,0.45Zr,0.52Cd,<0.005Fe",R,6.8,"1 , 180 h",PAH,0.7,70,1,0.005,,,,,,,,,3.74,,,,,2.1,,,,,0.45,,,,,,,0.52,,
2015,Chu,"WE43 , sht + PA:16 at 250 C",Mg3.74Y2.10Nd0.45Zr0.52Cd<0.005Fe,R,6.8,"1 , 180 h",PAH,0.38,70,1,0.005,,,,,,,,,3.74,,,,,2.1,,,,,0.45,,,,,,,0.52,,
2015,Liao,"AZ80, forged (f)","Mg,8.3A1,0.46Zn,0.22Mn,<0.1Si0.005Fe",B,9,"6, 4 d",Pw,4.8,71,1,0.005,8.3,,0.5,0.22,,,,,,,,0.1,,,,,,,,,,,,,,,,
2015,Liao,"AZ80, forged","Mg,8.3A1,0.46Zn,0.22Mn,<0.1Si0.005Fe",B,9,"6, ?",Pi,2.9,71,1,0.005,8.3,,0.5,0.22,,,,,,,,0.1,,,,,,,,,,,,,,,,
2015,Liao,"AZ80, f + aged at 170 C 10 h","Mg,8.3A1,0.46Zn,0.22Mn,<0.1Si0.005Fe",R,9,"6, 4 d",Pw,0.9,71,1,0.005,8.3,,0.5,0.22,,,,,,,,0.1,,,,,,,,,,,,,,,,
2015,Liao,"AZ80, f + aged at 170 C 10 h","Mg,8.3AI,0.46Zn,0.22Mn,<0.1 Si0.005Fe",B,9,"6, ?",Pi,0.6,71,1,0.005,8.3,,0.5,0.22,,,,,,,,0.1,,,,,,,,,,,,,,,,
2015,Yang,Pure Mg,"Mg,15 Fe,16 Si,180 Mn",B,0.02,6. 48 h,Pw,2,72,1,15,,,,180,,,,,,,,16,,,,,,,,,,,,,,,,
2015,Yang,Pure Mg,"Mg,18 Fe,35Si,176 Mn",B,0.02,"6, 48 h",Pw,13.25,72,1,18,,,,176,,,,,,,,35,,,,,,,,,,,,,,,,
2015,Yang,Pure Mg,"Mg,25 Fe,123  Si,216 Mn",B,0.04,"6, 48 h",Pw,103.5,72,1,25,,,,216,,,,,,,,123,,,,,,,,,,,,,,,,
2015,Gaon,"AZ91D, diecast","Mg,9.0Al,0.68Zn,0.24Mn",R,9.9,"28, 16 d",Pw,0.21,73,1,,9,,0.7,0.24,,,,,,,,,,,,,,,,,,,,,,,,
2015,Gaon,"MRI 153M, diecast","Mg,8.0Al,1.0Ca,0.28Sr",R,9.4,"28,16 d",Pw,0.73,73,1,,8,1,,,,,,,,,,,,,,,,0.28,,,,,,,,,,
2015,Gaon,"MRI 20I S, diecast","Mg,3.06Nd,2.00Y,0.41Zr",B,5.5,"28, 16 d",Pw,1.46,73,1,,,,,,,,,,2,,,,,3.06,,,,,0.41,,,,,,,,,
2015,Yim,"Mg-5Sn-1Zn (TZ51), e","Mg,4.56Sn,1.06Zn,0.0021Si,0.001Fe",B,5.6,"6, 3 d",Pw,3.2,74,1,0.001,,,1.1,,4.56,,,,,,,0.0021,,,,,,,,,,,,,,,,
2015,Yim,"Mg-5Sn-3Zn (TZ53), e","Mg,4.69Sn,3.15Zn,0.0021Si,0.0017Fe",B,7.8,"6, 3 d",Pw,4,74,1,0.0017,,,3.2,,4.69,,,,,,,0.0021,,,,,,,,,,,,,,,,
2015,Choi,"ZK60, e, sht, rolled","Mg,5.23Zn,0.53Zr,0.019Mn,<0.0002Fe",B,5.8,"12, 1 d",Pw,2.5,15,1,0.0002,,,5.23,0.019,,,,,,,,,,,,,,,0.5,,,,,,,,,
2015,Choi,"ZK60, e, shl, rolled,
annealed I h","Mg,5.23Zn,0.53Zr,0.019Mn,<0.0002Fe",B,5.8,"12, 1 d",Pw,1.1,15,1,0.0002,,,5.23,0.019,,,,,,,,,,,,,,,0.5,,,,,,,,,
2015,Saha,Pure Mg,ud,B,0.03,"12, 16 d",Pw,6.2,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Saha,Pure Mg,ud,B,0.03,"12, 5 m",Pi,1.6,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Saha,Mg 0.25Zr,ud,B,0.25,"12, 16 d",Pw,1.3,76,1,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,
2015,Saha,Mg 0.25Zr,ud,B,0.25,"12, 5 m",Pi,0.3,76,1,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,
201S,Saha,Mg 1.0Zr,ud,B,1,"12, 16 d",Pw,1.6,76,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
2015,Saha,Mg 1.0Zr,ud,B,1,"12, 5 m",Pi,0.11,76,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
2015,Wu,Pure Mg,ud,B,0.04,"4, 24 h",Pw,10,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Wu,Pure Mg,ud,B,0.04,"4, ud",Pi,4.6,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Wu,"Mg 11Li 3Al 0.2Zr 0.6Y, WQAR","Mg,10.95Li,3.29Al,0.19Zr,0.59Y",R,15,"4, 24 h",Pw,0.8,11,1,,3,,,,,,,,0.59,,,,,,,,,,0.19,,,,,,10.95,,,
2015,Wu,"Mg 11Li 3Al 0.2Zr 0.6Y, WQAR","Mg,10.95Li,3.29Al,0.19Zr,0.59Y",B,15,"4, ud",Pi,0.2,11,1,,3,,,,,,,,0.59,,,,,,,,,,0.19,,,,,,10.95,,,
2014,Tatavull,Pure Mg,"Mg,0.02Zn,0.02Mn,0.007Fe",B,0.05,"17, 7 d",Pw,1.6,77,1,0.007,,,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,
2014,Tatavull,Pure Mg,"Mg,0.02Zn,0.02Mn,0.007Fe",B,0.05,"29, 7 d",Pw,1.6,77,1,0.007,,,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,
2014,Tatavull,Pure Mg,"Mg,0.02Zn,0.02Mn,0.007Fe",B,0.05,"30, 7 d",Pw,1.6,77,1,0.007,,,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,
2014,Tatavull,ZE41,"Mg,4.7Zn,0.4RE,0.006Fe",B,5.1,"17, 7 d",Pw,2,77,1,0.006,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,0.4
2014,Tatavull,ZE41,"Mg,4.7Zn,0.4RE,0.006Fe",B,5.1,29. 7 d,Pw,4,77,1,0.006,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,0.4
2014,Tatavull,ZE41,"Mg,4.7Zn,0.4RE,0.006Fe",B,5.1,"30, 7 d",Pw,11,77,1,0.006,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,0.4
2014,Tatavull,AZ91,"Mg,8.2Al,0.6Zn,0.2Mn,0.005Fe",B,8.8,"17, 7 d",Pw,3.5,77,1,0.005,8,,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,
2014,Tatavull,AZ91,"Mg,8.2Al,0.6Zn,0.2Mn,0.005Fe",B,8.8,"29, 7 d",Pw,9.7,77,1,0.005,8,,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,
2014,Tatavull,AZ91,"Mg,8.2Al,0.6Zn,0.2Mn,0.005Fe",B,8.8,"30, 7 d",Pw,12,77,1,0.005,8,,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,
2014,Ha,Mg2Sn (T2),"Mg,1.96Sn",B,2,"5, 72 d",Pw,2.5,78,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
2014,Ha,Mg4Sn (T4),"Mg,4.10Sn",B,4.1,"5, 72 d",Pw,6,78,1,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,
2014,Ha,Mg6Sn (T6),"Mg,6.20Sn",B,6.2,"5, 72 d",Pw,12,78,1,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,
2014,Ha,Mg8Sn (T8),"Mg,8.05Sn",B,8.1,"5, 72 d",Pw,17,78,1,,,,,,8.05,,,,,,,,,,,,,,,,,,,,,,,
2014,Ha,Mg5Sn1Zn (TZ51),"Mg,4.56Sn,1.06Sn",B,5.6,"5, 25 d",Pw,1.9,79,1,,,,,,4.56,,,,,,,,,,,,,,,,,,,,,,,
2014,Ha,Mg5Sn2Zn (TZ52),"Mg,4.43Sn,1.95Sn",R,6.4,"5, 25 d",Pw,0.8,79,1,,,,,,4.43,,,,,,,,,,,,,,,,,,,,,,,
2014,Ha,Mg5Sn3Zn (TZ53),"Mg,4.69Sn,3.15Sn",B,7.9,"5, 25 d",Pw,1.7,79,1,,,,,,4.69,,,,,,,,,,,,,,,,,,,,,,,
2014,Ha,Mg5Sn4Zn (TZ54),"Mg,4.59Sn,1.96Sn",B,8.6,"5, 25 d",Pw,2.9,79,1,,,,,,4.59,,,,,,,,,,,,,,,,,,,,,,,
2014,Zhang,"Mg 5Gd lZn 0.6Zr (GZ51K ), cast","Mg,4.88Gd,0.82Zn,0.45Zr",B1,6.2,"25, 5 d",Pw,0.8,80,1,,,,0.8,,,,,,,,,,,,,5,,,0.45,,,,,,,,,
2014,Zhang,"Mg 5Gd lZn 0.6Zr (GZ51K ), T6","Mg,4.88Gd,0.82Zn,0.45Zr",B,6.2,"25, 5 d",Pw,1.9,80,1,,,,0.8,,,,,,,,,,,,,5,,,0.45,,,,,,,,,
2014,Wang,"AZ31 , static",Undisclosed (ud),B,4,"31, 7 d",Pg,0.4,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Wang,"AZ31, dynamic, FISS = 0.05 Pa",Ud,B,4,"31, 7 d",Pg,1.2,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Schulter,Hp Mg,,p,0.01,I.7 d,Pw,0.66,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Schulter,"Mg5.7Y, SP",,R,5.7,"1, 2 d",Pw,0.35,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Schu lter,"Mg-10.8Y, SP",,R,10.8,"1, 2 d",Pw,0.52,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Schulter,"Mg-19.6Y, SP",,R,19.6,"1, 2 d",Pw,0.85,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Schulter,"Mg-51.3Y, SP",,R,51.3,"1, 2 d",Pw,0.53,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Schulter,Mg-4.7Gd. SP,,R,4.7,"1, 2 d",Pw,0.79,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Schulter,Mg-9.0Gd. SP,,R,9,"1, 2 d",Pw,0.78,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Schulter,"Mg-19.4Gd, SP",,R,19.4,I.2 d,Pw,0.4,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Zainal Abidin,"HP Mg, cast","Mg,0.007Fe",B1,0.007,"17, 10.5 d",Pw,0.9,83,1,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Zainal Abidin,"HP Mg, cast","Mg,0.007Fe",B,0.007,"32, 60 d",Pw,0.7,83,1,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Zainal Abidin,"WZ21,  fge","Mg,1.65Y,0.85Zn,0.00451Fe",B1,2.5,"17, 10.5 d",Pw,1,83,1,0.00451,,,0.9,,,,,,1.65,,,,,,,,,,,,,,,,,,,
2013,Zainal Abidin,"WZ21, fge","Mg,1.65Y,0.85Zn,0.00451Fe",B,2.5,"32, 60 d",Pw,1,83,1,0.00451,,,0.9,,,,,,1.65,,,,,,,,,,,,,,,,,,,
2013,Zainal Abidin,"AZ91, cast","Mg,8.15Al,0.64Zn,0.0046Fe",B,8.8,"17, 10.5 d",Pw,6,83,1,0.0046,8.15,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Zainal Abidin,"AZ91, cast","Mg,8.15Al,0.64Zn,0.0046Fe",B,8.8,"32, 60 d",Pw,0.7,83,1,0.0046,8.15,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Shi,"HP Mg, cast",,P,0.002,"1, 7 d",Pw,0.7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Cui,AZ31 sheet,"Mg,3.19Al,0.81Zn,0.30Zn,0.025Si,0.006Fe",G,4.3,"33, 2 y",Pw,0.013,84,1,0.006,3.19,,0.8,,,,,,,,,0.025,,,,,,,,,,,,,,,,
2013,Kim,AZ61 ars,,R,7,"4, 168 h",Pw,0.8,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Kim,"AZ61 dr, gs = 0.002 mm",,R,7,"4, 168 h",Pw,0.5,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Kim,AZ61 rolled + 320 C anneal,,R,7,"4, 168 h",Pw,0.4,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Kim,"AZ3I, ars, gs = 0.020 mm",,B,4,"8, 2 h",Pw,3.8,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Kim,"AZ31, dsr +WQ , gs = 0.0006 mm",,B1,4,"8, 144 h",Pw,0.25,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Liao,AZ31B,"Mg,3.19Al,1.05Zn,0.39Mn,0.003Fe",G,4.6,"34, 1 y",Pw,0.03,87,1,0.003,3.19,,1.05,0.39,,,,,,,,,,,,,,,,,,,,,,,,
2013,Cao,UHP-Mg,": 28Al,48Zn,1.3Mn,1.6Fe,0.34Cu,1.4Si",P,0.008,"1, 14 d",Pw,0.62,8,,1.6,28,,48,1.3,,0.34,,,,,,1.4,,,,,,,,,,,,,,,,
2013,Cao,Hp Mg,": 1Fe, 20Si ,8 Mn",P,7,"1, 7 d",Pw,1,17,,1,,,,8,,,,,,,,20,,,,,,,,,,,,,,,,
2013,Cao,"Mg1Mn, sht & WQ",1.1%Mn,R,1.1,"1, 7 d",Pw,1,17,,,,,,0.011,,,,,,,,,,,,,,,,,,,,,,,,
2012,Peng,Mg1.2RE0.2Zr,nd,R,1 .4,"2 1 , nd",Pw,1,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Peng,Mg1.2RE0.2Zn0.2Zr,nd,B,1.4,2 1 .nd,Pw,1.2,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Liao,"AZ31B, e","Mg,3.19A1,1.05Zn,0.39Mn,0.003Fe",R,4.6,"4, 90 d",Pw,0.6,89,1,0.003,3.19,,1.1,0.39,,,,,,,,,,,,,,,,,,,,,,,,
2012,Liao,"AM60, e","Mg,6.07A1,0.02Zn,0.30Mn,0.001Fe",R,6.4,"4, 90 d",Pw,0.4,89,1,0.001,6.07,,0.02,0.3,,,,,,,,,,,,,,,,,,,,,,,,
2012,Argade,"Mg4Y3Nd, hr, gs 0.07 mm",nd,R,7,"6, 21d",Pw,0.4,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Argadc,"Mg4Y3Nd, hr, gs 0.0017 mm",nd,R,7,"6, 21 cl",Pw,0.1,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Song,MgxZn,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Arrabal,AM50,"Mg,4.9A1,0.26Mn",B,5.2,"6, 10 d",Pw,5,92,1,,4.9,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,
2012,Arrabal,AM500.8Nd,"Mg,4.4A1,0.21Mn,0.8Nd",R,5.4,"6, 10 d",Pw,0.4,92,1,,4.4,,,0.2,,,,,,,,,,0.8,,,,,,,,,,,,,,
2012,Arrabal,AM501.5Nd,"Mg,4.0A1,0.24Mn,1.5Nd",R,5.7,"6, 10 d",Pw,0.5,92,1,,4,,,0.2,,,,,,,,,,1.5,,,,,,,,,,,,,,
2012,Arrabal,AZ91D,"Mg,8.9A1,0.52Zn,0.19Mn",B,9.6,"6, 10 d",Pw,1.4,92,1,,8.9,,0.5,0.19,,,,,,,,,,,,,,,,,,,,,,,,
2012,Arrabal,AZ91D0.7Nd,"Mg,8.1A1,0.52Zn,0.13Mn,0.7Nd",R,9.5,"6, 10 d",Pw,0.2,92,1,,8.1,,0.52,0.13,,,,,,,,,,0.7,,,,,,,,,,,,,,
2012,Arrabal,AZ91D1.4Nd,"Mg,8.1A1,0.52Zn,0.16Mn,1.4Nd",R,10.2,"6, 10 d",Pw,0.5,92,1,,8.1,,0.5,0.16,,,,,,,,,,1.4,,,,,,,,,,,,,,
2012,Liu,MgxY(x=2-7),,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Qiao,HP Mg,"Mg,0.1A1,0.017Mn,0.002Fe",P,0.1,"1, 7 d",Pw,0.7,94,1,0.002,0.1,,,0.017,,,,,,,,,,,,,,,,,,,,,,,,
2012,Qiao,HP Mg,"Mg,0.1A1,0.017Mn,0.002Fe",B,0.1,"1, 7 d",Pi,0.3,94,1,0.002,0.1,,,0.017,,,,,,,,,,,,,,,,,,,,,,,,
2012,Qiao,HP Mg,"Mg,0.1A1,0.017Mn,0.002Fe",B,0.1,"1, 7 d",Pi/EIS,0.2,94,1,0.002,0.1,,,0.017,,,,,,,,,,,,,,,,,,,,,,,,
2011,Feliu,AZ31,"Mg,3.1A1,0.73Zn,0.25Mn,0.005Fe",G,4.1,"35, 60 d",Pw,0.02,95,1,0.005,3.1,,0.73,0.25,,,,,,,,,,,,,,,,,,,,,,,,
2011,Feliu,AZ61,"Mg,6.2A1,0.74Zn,0.23Mn,0.004Fe",G,7.2,35. 60 d,Pw,0.01,95,1,0.004,6.2,,0.74,0.23,,,,,,,,,,,,,,,,,,,,,,,,
2011,Shi,"HP Mg, cast","Mg,0.01A1,0.002Fe,0.017Zn",P,0.1,"1, 11.5 d",Pw,0.4,96,1,0.002,0.01,,,0.017,,,,,,,,,,,,,,,,,,,,,,,,
2011,Zhang,"AZ91, cast","Mg,8.51A1,0.64Zn,0.22Mn",R,9,"6, 12 h",Pw,0.2,97,1,,8.51,,1,0.22,,,,,,,,,,,,,,,,,,,,,,,,
2011,Zhang,"AZ91, e","Mg,8.51A1,0.64Zn,0.22Mn",R,9.4,"6, 12 h",Pw,0.4,97,1,,8.51,,0.6,0.22,,,,,,,,,,,,,,,,,,,,,,,,
2009,Liu,"LP Mg, GpM","Mg,0.0280Fe,0.017Mn",B,0.05,"28, 8 h",Ph,170,98,1,0.028,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,
2009,Lio,"HP Mg, cast","Mg,0.0045Fe,0.0080Mn",P,0,"28, 8 h",Ph,1,98,1,0.0045,,,,0.008,,,,,,,,,,,,,,,,,,,,,,,,
2009,Liu,"HP Mg, sht 1 d at 550 C","Mg,0.0045Fe,0.0080Mn",B,0.01,"28, 224 h",Ph,10,98,1,0.0045,,,,0.008,,,,,,,,,,,,,,,,,,,,,,,,
2008,Chang,A791D,"Mg,9A1,1Zn",R,10,"36, 3 d",Pw,1,99,1,,9,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Chang,NZ30K,"Mg,3Nd,0.2Zn,0.4Zr",R,2.6,"36, 3 d",Pw,0.4,99,1,,,,0.2,,,,,,,,,,,3,,,,,0.4,,,,,,,,,
2008,Zhao,"HP Mg, cast","Mg,0.0045Fe",P,0.005,"37, 2 d",Pw,1,100,1,0.0045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Ben-Haroush,"AZ80, cast","Mg,8.33A1,0.12Mn,0.41Zn,0.006Si,0.0025Fe",R,8.9,"1, 3 d",Pw,0.5,101,1,0.0025,8.33,,0.41,0.1,,,,,,,,0.006,,,,,,,,,,,,,,,,
2008,Ben-Haroush,"AZ80, cast + e at 250 C","Mg,8.33A1,0.12Mn,0.41Zn,0.006Si,0.0025Fe",B,8.9,"1, 3 d",Pw,7,101,1,0.0025,8,,0.41,0.1,,,,,,,,0.006,,,,,,,,,,,,,,,,
2008,Ben-Haroush,"AZ80, cast + e at 300 C","Mg,8.33A1,0.12Mn,0.41Zn,0.006Si,0.0025Fe",B,8.9,"1, 3 d",Pw,11,101,1,0.0025,8,,0.41,0.1,,,,,,,,0.006,,,,,,,,,,,,,,,,
2008,Ben-Haroush,"AZ80, cast + e at 350 C","Mg,8.33A1,0.12Mn,0.41Zn,0.006Si,0.0025Fe",B,8.9,"1, 3 d",Pw,10,101,1,0.0025,8,,0.41,0.1,,,,,,,,0.006,,,,,,,,,,,,,,,,
2007,Rzychon,EV31A,"Mg,2.7Nd,4.2R,1.2Gd,0.4Zn,0.5Zr",B,9,"6, 7 d",Pw,2.8,102,1,,,,0.4,,,,,,,,,,,3,,1.2,,,0.5,,,,,,,,,4.2
2007,Rzychon,WE43,"Mg,4.0Y,2.4Nd,3.3RE,0.6Zr",R,10.3,"6, 7 d",Pw,0.5,102,1,,,,,,,,,,4,,,,,2.4,,,,,0.6,,,,,,,,,3.3
2005,Wu,AZ91D,"Mg,9A1,0.5Zn",B,9.5,"36, 3 d",Pw,9,103,1,,9,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Wu,AZ91D-2Ca,"Mg,9A1,0.5Zn,2Ca",R,11.5,"36, 3 d",Pw,0.2,103,1,,9,2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Wu,AZ91D1RE,"Mg,9A1,0.5Zn,1RE",R,10.5,"36, 3 d",Pw,0.4,103,1,,9,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Wu,AZ91D1RE1Ca,"Mg,9A1,0.5Zn,1RE,1Ca",R,11.5,"16, l d",Pw,0.2,103,1,,9,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1
1999,Song,LP Mg,"Mg,0.024Fe",B,0.024,"38, 1 d",Pw,53,104,1,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1999,Song,"AZ91D, dcx","Mg,8.4A1,0.73Zn,0.012Fe,0.18Mn",B,9.3,"38, 1 d",Pw,6,104,1,0.012,8.4,,0.7,0.18,,,,,,,,,,,,,,,,,,,,,,,,
1999,Song,HP Mg,"Mg,0.0017Fe",P,0.002,"38, 1 d",Pw,1,104,1,0.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Song,"AZ91D, dcs=die cast-surface","Mg,8.4A1,0.73Zn,0.012Fe,0.18Mn",R,9.3,"38, 1 d",Pw,0.7,104,1,0.012,8.4,,0.7,0.18,,,,,,,,,,,,,,,,,,,,,,,,
1942,Hanawalt,UHP Mg,"Mg,0.001Fe",R,0.001,"39, 112 J",Pw,0.3,7,1,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,Hanawalt,UHP Mg,"Mg,0.001Ni,0.2Mn",R,0.2,"39, 112 d",Pw,0.3,7,1,,,,,0.2,,,,,,,,,0.001,,,,,,,,,,,,,,,
1942,Hanawalt,UHP Mg,"Mg,0.1Cu",R,0.1,"39, 112 d",Pw,0.3,7,1,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,
